ID,Pages,Views,Title,Summary
415567255,33,39,Lesson Plan,"Lesson Plan  This document contains a lesson plan template and examples for teaching English as a foreign language. It includes: 1. An introduction defining the importance of lesson planning for teachers. 2. Sections that should be included in a lesson plan such as objectives, timing, materials, warm-up activities, and parts of the lesson. 3. Examples of different types of warm-up activities teachers can use at the beginning of a lesson, such as name games, show-and-tell, and question activities."
454767503,5,42,Lesson Plan Template EFL 2019,"Lesson Plan Template EFL 2019  The document outlines the components of an English lesson plan, including identifying student and teacher details, curriculum context, learning objectives, timing and description of activities, assessment criteria, and required materials. It provides a template to help instructors design a lesson that aligns with educational standards and caters to student diversity, while assessing learning through various tools. The plan is divided into 3 parts that cover context, content and assessment, and the timing and description of planned activities. The plan is divided into 3 parts that cover"
415153880,3,1K,Lesson Plan,"Lesson Plan  1. The document is an English lesson plan for 9th grade students focusing on adverbs of manner. 2. The lesson plan defines adverbs of manner, provides examples of adverbs used in sentences, and has students do an activity matching adverbs to verbs. 3. Students are evaluated by completing sentences with the correct adverbs of manner based on the lesson."
525012229,15,91,Lesson Plan PKP,"Lesson Plan PKP  This document contains an English lesson plan for Form PR students at SMK SRI JAYA. The plan is for a Monday lesson from 7:40-9:10 about reading, listening, writing and speaking. The lesson topic will focus on finding specific details and information in a longer text. Students will read an online news article and identify specific information. The lesson activities include a class discussion about islands, working in groups to identify positive and negative aspects of an island, and writing differences between their town and the island. The objectives are to read the article and identify specific information. The teacher will evaluate students' proficiency levels. The lesson topic will focus on finding specific details and information in"
318059701,3,104,Lesson Plan English,"Lesson Plan English  This lesson plan introduces film techniques to year 7 students. It begins with a ""do now"" activity matching definitions of camera angles and shots. Students then watch clips from the film ""Red Dog"" to identify examples and discuss what each technique conveys. They fill out a booklet with definitions and drawings. To conclude, students recreate a favorite movie scene using different film techniques through illustrations. Teaching strategies include class discussion, video clips, and drawing activities to engage students with varied abilities."
393062480,3,265,English Lesson Plan 1 W Self Reflection,"English Lesson Plan 1 W Self Reflection  The lesson plan summarizes a literacy lesson for 5th grade students on describing settings using adjectives based on the story ""Charlie and the Chocolate Factory"". The plan includes a warmer activity using synonyms, reading an excerpt and having students note senses, modeling a mind map, and having students work in groups to create their own descriptive mind maps of imaginary rooms. Formative assessment involves evaluating students' use of adjectives and descriptions in their mind maps. The teacher reflects on keeping students on task and implementing more check-ins during group work. The plan includes a warmer activity using synonyms, reading an excerpt and having students note senses, modeling a mind map, and having students"
164607709,96,689,Lesson Plan Booklet,"Lesson Plan Booklet  This document contains a collection of English language lesson plans submitted by various teachers. It begins with a brief introduction noting that the formatting of some plans may have been altered during compilation. The plans are organized alphabetically by the first name of the teacher. Several sample lesson plans are then included, providing details such as the course, topic, objectives, procedures, materials, and assessments. The document concludes by listing the details of a workshop on teaching large multilevel English classes, including aims, learning outcomes, references, and logistical information. Several sample lesson plans are then included, providing details such as the course, topic, objectives, procedures, materials,"
666501728,4,20,Lesson Plan 1,"Lesson Plan 1  The document outlines an English lesson plan for children ages 6-8 about animals. The lesson aims to teach children words for different animals and their abilities through activities like songs, questions, and a game where children move eggs between cups and identify animal pictures. The plan details the teacher and student activities over warmup, content, and wrap-up sections of the 25-30 minute lesson."
264832989,2,307,Lesson Plan English Seniors,"Lesson Plan English Seniors  The lesson plan is for a 12th grade English class. The overall goal is for students to understand the five elements of a short story: plot, character, conflict, theme, and setting. Students will define and identify these elements by analyzing examples from a video clip and their own examples. They will demonstrate their understanding by completing a ""Somebody Wanted But So"" graphic organizer, gluing examples to identify each element. To assess learning, the teacher will observe student participation and students will answer a ""Ticket Out The Door"" question about what stuck with them from the lesson. Students will define and identify these elements by analyzing examples from a video clip and their own"
626322387,4,265,DETAILED LESSON PLAN (English 3),"DETAILED LESSON PLAN (English 3)  This document contains a detailed lesson plan for teaching common and proper nouns in English 3. The objectives are for students to recognize the difference between common and proper nouns, use capital letters properly, and appreciate their use. The lesson plan outlines motivating activities, discussions to define the nouns, practice identifying them in sentences, assessment, and an assignment. The plan is thorough in explaining the concepts and engaging students through group work and examples. The plan is thorough in explaining the concepts and engaging students through group work"
828584879,5,5,ENGLISH LESSON PLAN,"ENGLISH LESSON PLAN  The document outlines a lesson plan for Grade 2 English focusing on demonstrative pronouns 'this' and 'that'. It includes objectives, content standards, learning resources, and detailed procedures for teacher and pupil activities. The lesson integrates mathematics and employs explicit teaching strategies to enhance understanding and application of pronouns."
642413302,5,59,Second Quarter Lesson Plan in English 7,"Second Quarter Lesson Plan in English 7  This document contains an English lesson plan for 7th grade students at Tboli Integrated School in South Cotabato, Philippines. The 3-part lesson plan aims to teach students to differentiate between linear and non-linear texts and use non-linear texts to interpret data. The lesson contains objectives, procedures including warm-up activities, individual and group work analyzing texts, and a homework assignment for students to further study transcoding information between linear and non-linear formats. Assessment includes analyzing sample graphs to answer comprehension questions. The lesson contains objectives, procedures including warm-up activities, individual and group work analyzing texts, and a homework assignment for students to"
555227462,,32,Lesson Plan English SK - G,Lesson Plan English SK - G  The document outlines a daily lesson plan for an English language class. The lesson focuses on teaching students about plural nouns using examples from their community. Students will complete exercises to practice forming plurals and sentences using plural nouns.
429040507,10,35,Edited Lesson Plan in English,"Edited Lesson Plan in English  The document contains a detailed lesson plan for an English class. It includes objectives to differentiate real from imaginary, read words correctly, and appreciate contentment. The lesson topic is differentiating real from imaginary. Materials include pictures, cardboard, and a television. The procedure involves a greeting, recall of a previous story, motivation with a song, presentation of a video called ""Three Wishes"", and a discussion. The video tells a story about a woodcutter who is granted three wishes by a fairy after saving it. The procedure involves a greeting, recall of a previous story, motivation with a song, presentation of a video called"
240510068,8,943,Lesson Plan,"Lesson Plan  The document contains a daily English lesson plan for a class of 28 pupils. The plan involves a listening activity where students will listen to and sequence lyrics from the nursery rhyme ""Goldilocks and the Three Bears"". They will also complete a related worksheet. Afterwards, students will work in pairs to produce a booklet retelling the story using rearranged sentences from the lyrics. The plan outlines objectives, materials, procedures and assessments for the lesson."
606284208,13,112,Detailed Lesson Plan in English,"Detailed Lesson Plan in English  The document outlines a detailed English lesson plan using the PPP strategy. It introduces the objectives of defining and explaining Todorov's Narrative Theory and recognizing its five stages in a story. The lesson plan details the preliminary activities, motivation for students through pictures, and presentation of Todorov's Narrative Theory, focusing on the five stages of Equilibrium, Disruption, Recognition, Attempt, and New Equilibrium. It uses the story of ""The Monkey and the Turtle"" to demonstrate how students can identify the stages within a narrative. The lesson plan details the preliminary activities, motivation for students through pictures, and presentation of Todorov's Narrative Theory, focusing on the five stages of Equilibrium, Disruption, Recognition, Attempt,"
409689624,14,104,"Unidad Educativa Fiscal ""Alejo Lascano"": Lesson Plan 1 Unit One","Unidad Educativa Fiscal ""Alejo Lascano"": Lesson Plan 1 Unit One  1) The document outlines a lesson plan for an 8th grade English class with objectives of introducing and practicing the simple present tense of the verb ""to be"" and having students write sentences using the verb. 2) It details the skills, content, methodologies, resources and assessments that will be used, which include reading about the grammar, writing sentences, and identifying the forms of the verb ""to be"". 3) The lesson plan is part of a larger unit called ""What's your name?"" and will involve students reading about the grammar, completing rules, exchanging sentences, and writing their own sentences using the simple present tense of ""to be"". Unidad Educativa Fiscal ""Alejo Lascano"": Lesson Plan 1 Unit One  1) The document outlines a lesson plan for an 8th grade English class with objectives of introducing and practicing the simple present tense of the verb"
547926543,3,4K,A Lesson Plan in English 7,"A Lesson Plan in English 7  1. The lesson plan is for a 7th grade English class and focuses on essay writing. 2. Students will learn about farmers and their important role in Philippine society. They will explore the theme of farmers' lives - including their daily routines, economic challenges, and importance to the national food supply. 3. As an activity, students will write an essay using concepts learned about farmers. About Legal"
412234254,8,96,Lesson Plan in English 1,"Lesson Plan in English 1  This lesson plan aims to teach students about singular and plural nouns. It includes objectives, materials, and procedures. The procedures involve motivating students by showing examples of singular and plural words. Students will then practice identifying and writing the plural forms of nouns in pictures and words. They will learn rules for making nouns plural and when to use singular and plural forms. The lesson concludes with an evaluation where students write the plural forms of additional nouns. The lesson concludes with an"
710760543,6,334,Lesson Plan - Anecdote,"Lesson Plan - Anecdote  The daily lesson plan outlines the objectives and activities for an English lesson in Grade 7. The objectives are to identify what an anecdote is, create an original anecdote based on a personal experience, and understand how anecdotes resonate with listeners. To engage the students, the teacher begins a story and asks for volunteers to continue adding to it. This activity demonstrates how anecdotes are short stories based on real life. The lesson then explains that anecdotes are brief accounts that reveal details about a person or incident to elicit laughter or understanding. An example anecdote is shared before students practice creating their own. The objectives are to identify what an anecdote is, create an original anecdote based on a personal experience, and understand how anecdotes resonate with"
56267191,7,76,"Lesson Plan: ""My Animal"": A 2nd-5th Grade English/Art Lesson Plan For Limited English Proficient (LEP) Students","Lesson Plan: ""My Animal"": A 2nd-5th Grade English/Art Lesson Plan For Limited English Proficient (LEP) Students  This document describes a lesson plan for teaching English and art to second through fifth grade students with limited English proficiency. The objectives are for students to determine an animal that represents them and provide five written reasons using descriptive adjectives. Students will draw the animal and write sentences about it. They will then share their work in small groups. The lesson involves reviewing adjectives, presenting the assignment, individual and group work, and assessment based on artwork, sentences, participation, and corrections. The objectives are for students to determine an animal that represents them and provide five written reasons using"
371659869,7,44,Teacher'S Activity Student'S Activity: A Detailed Lesson Plan in English I. Objectives,"Teacher'S Activity Student'S Activity: A Detailed Lesson Plan in English I. Objectives  The lesson plan discusses problems caused by transportation such as pollution and traffic. It aims to teach students about transportation issues and have them brainstorm solutions. Key activities include identifying transportation problems, discussing the importance of a clean environment, and creating slogans about environmental protection. Students work in groups to conceptualize future modes of sustainable transportation."
471055093,4,168,English Lesson Plan 2,"English Lesson Plan 2  This lesson plan is for a third grade dual-immersion class. Students will read Charlotte's Web and analyze characters and their perspectives. They will complete a ""Who Am I"" activity to describe characters and discuss how characters' actions influence the plot. Students will then work independently on a project about farm animals, researching to expand their knowledge. The lesson addresses skills like recalling details, strategic thinking, and extended thinking. It also targets skills like independence, content knowledge, understanding perspectives, communication, critical thinking, and creativity. Vocabulary and a farm animal project will be assessed. The lesson connects to students' prior knowledge and motivates learning through a class discussion about the book. They will complete a ""Who Am I"" activity to describe characters and discuss how"
353441137,7,165,English Year 2 Lesson Plan: Steps / Phase Time Content Teaching Learning Activities Remarks Set Induction,"English Year 2 Lesson Plan: Steps / Phase Time Content Teaching Learning Activities Remarks Set Induction  The English lesson plan aims to teach Year 2 students listening and speaking skills about themselves, their families, and friends. The 30-minute lesson will involve students exchanging greetings in pairs, talking about themselves in pairs using pictures and worksheets as prompts, and having 2 pairs introduce themselves to the class. The lesson evaluates students' ability to fill out the worksheets and introduce themselves confidently in front of others. The lesson"
411078410,5,4K,A Detailed Lesson Plan in English 4,A Detailed Lesson Plan in English 4  The lesson plan teaches the difference between proper and common nouns. The teacher will have the students identify proper and common nouns in a story about a girl visiting her grandparents in Manila. They will discuss how proper nouns begin with capital letters and common nouns begin with lowercase letters. The students will then practice identifying proper and common nouns and understand their importance in everyday life.
259591360,,12,Lesson Plan - Modelo English,"Lesson Plan - Modelo English  This lesson plan outlines an English as a Second Language course with the objective of teaching content to students through various activities and homework assignments, with student progress evaluated at the end. The plan lists categories for student information, content, objectives, resources, teaching methodology, planned activities, homework, and evaluation."
196790151,12,52K,Detailed Lesson Plan in English VI,"Detailed Lesson Plan in English VI  The document provides a detailed lesson plan for teaching figures of speech to students. It includes objectives, subject matter, materials, and a step-by-step plan for teacher and student activities. The teacher will lead activities to identify similes, metaphors, and personification in examples. Students will work in groups to construct their own examples of each figure of speech. By the end of the lesson, students will understand the definitions and be able to identify the three figures of speech. By the end of the lesson, students will understand"
569813797,4,241,LESSON PLAN IN English 8,"LESSON PLAN IN English 8  The lesson plan teaches students how to write haiku poetry. It introduces haiku structure and focuses on having students write their own haikus in groups. Key points covered include: haiku have 3 lines of 5, 7, and 5 syllables and focus on nature; an activity has students write haikus about differences between haiku and other poems or what they learned; students are evaluated on creative presentation of haikus they write on assigned topics like poverty and education. For homework, students must write a haiku about childhood memories. Key points covered include: haiku have 3 lines of 5, 7, and 5 syllables and focus on nature; an activity has students write haikus about differences between haiku and other poems or what they"
393062373,3,1K,English Lesson Plan 3 W Self Reflection,"English Lesson Plan 3 W Self Reflection  The document outlines a lesson plan for a Year 2 English class where students will write a chapter for the story ""Charlie and the Chocolate Factory"" using vocabulary words and sentence structures provided, with activities differentiated for different ability levels and self-assessment checklists to be used for peer review. The teacher reflected that modeling the writing task more fully and using clearer instructions could improve the lesson."
652811106,3,76,Lesson Plan in English IV,"Lesson Plan in English IV  This lesson plan aims to teach students about adverbs of manner. It includes objectives, materials, and a learning process involving preliminary activities, a review, presentation and examples. Students will practice identifying adverbs of manner in sentences, write sentences using given adverbs, and complete an assessment with multiple choice questions. For homework, students must write sentences using 5 sample adverbs of manner."
438744867,5,505,Lesson Plan English 10 Sonnet,"Lesson Plan English 10 Sonnet  This lesson plan aims to teach learners about the structure of sonnets through analyzing rhyme schemes. It includes objectives, subject matter, procedures, and evaluation. The procedures involve motivating learners by having them identify rhyming words in a sample sonnet. Key terms like sonnet, rhyme, rhythm, and octave/sestet are then defined and applied to the sample. Learners analyze the rhyme scheme through discussion and a quiz. They recap what they've learned about sonnet structure and composition. For evaluation, learners copy and analyze the rhyme scheme of another poem. The assignment is to further study Shakespearean sonnets. Key terms like sonnet, rhyme, rhythm, and octave/sestet"
425473894,6,239,Sample Lesson Plan English Form 5,"Sample Lesson Plan English Form 5  The document contains several lesson plans for Form 4 and Form 5 classes. The plans cover subjects like English, discussing exam feedback, and exam practice. They include details on learning outcomes, objectives, activities and reflection for the lessons. The overall document provides an overview of lessons planned across different subjects and forms for the week."
498006377,3,206,Lesson Plan in English-Literature,"Lesson Plan in English-Literature  This lesson plan aims to teach students about Jonathan Edwards' sermon ""Sinners in the Hands of an Angry God"" through reading, discussion, and creative activities. Students will read an excerpt and answer comprehension questions. They will then be split into groups to complete differentiated tasks - performing a spoken poetry summary, creating an illustrative interpretation, or staging a tableau reenactment. Finally, the class will analyze Edwards' purpose and message, and discuss whether they agree with his characterization of humanity's relationship with God. Finally, the class will analyze Edwards'"
421543133,,789,Lesson Plan in English 7,"Lesson Plan in English 7  The lesson plan aims to teach students Filipino proverbs. Students will explain, identify contexts for, and illustrate a chosen proverb orally. The lesson involves reviewing past material, motivating students with an incomplete proverb activity, developing vocabulary, discussing proverb meanings, analyzing examples, considering proverb uses in real life, and applying knowledge through group work and presentations using scenarios and dialogs. Students will be evaluated on illustrating and orally interpreting their proverb, as well as creating a dialogue identifying a proverb's use. The assignment is to explain and write the proverb ""Never too late to learn"" in half a page. The lesson involves reviewing past material, motivating students with an incomplete proverb activity, developing vocabulary, discussing proverb meanings, analyzing examples, considering proverb uses in real life, and"
698033960,2,121,Sample 4as Lesson Plan English,"Sample 4as Lesson Plan English  This document contains a lesson plan for a 7th grade English class on idiomatic expressions. The lesson plan outlines learning objectives to identify, demonstrate, and reflect on idiomatic expressions. Students will play charades to motivate idiom learning. They will then analyze rebus puzzles and have a brief discussion about idioms. Next, students will work in groups to create short dramas using idioms. Finally, they will complete an activity matching idioms to their meanings and create a poem using idioms for homework. Next, students will work in groups to create short dramas using"
710709170,4,728,Lesson Plan English,"Lesson Plan English  The lesson begins with an introductory activity to motivate the students by having them categorize words as people, places, things, animals or ideas. Next, the teacher will analyze a story with the class to learn nouns. Students will then learn that nouns name people, places and things, and the definitions of common and proper nouns. To apply their understanding, students will classify more words as common or proper nouns. Finally, the lesson concludes with an evaluation and assignment for students to demonstrate their comprehension. To apply their understanding, students will classify more words as common"
722356245,4,226,Detailed Lesson Plan in English,"Detailed Lesson Plan in English  The document provides a detailed lesson plan for a grade 3 English class focusing on reading words and phrases with long vowel sounds. The plan includes objectives, content, procedures divided into preparatory, developmental and concluding activities, and evaluation. The lesson teaches identifying words and phrases, practicing long vowel sounds, matching words to pictures, and reading example words and phrases aloud."
783882677,9,32,LESSON PLAN UKIN Share,LESSON PLAN UKIN Share  Modul ajar LESSON PLAN UKIN Share  Modul ajar
376335860,2,50,2018 English Lesson Plan Template,"2018 English Lesson Plan Template  This document contains a lesson plan template for an English language class. It includes sections for the date, topic, learning objectives, success criteria, planned activities, focus words, teaching aids, cross-curricular elements, and reflection. The template provides fields to outline the key components of the lesson, including what will be taught and how it will be taught."
290592352,59,424,English Sign System Lesson Plan,"English Sign System Lesson Plan  This document outlines a lesson plan on the history of English sign systems. The objective is to teach students about Signing Exact English (SEE2), including a comparison to American Sign Language (ASL). The lesson will be delivered via PowerPoint presentation over 2-3 hours. It will cover the origins and development of English sign systems, SEE2 grammar rules and examples, and discuss attitudes towards English signs in the Deaf community. Students will practice creating and analyzing SEE2 sentences, comparing ASL and English signs, and complete a homework assignment practicing SEE2 and ASL storytelling. It will cover the origins and development"
852711093,2,2,Flipgrid  english\art lesson plan,"Flipgrid english\art lesson plan  This lesson plan focuses on teaching primary school students digital storytelling using Flipgrid. Students will create and present a digital story with a clear structure, while also providing peer feedback on alternative endings. The plan includes teacher modeling, guided practice, and opportunities for peer interaction and multimedia enhancement."
126699832,5,1K,Detailed Lesson Plan in English 3 2,"Detailed Lesson Plan in English 3 2  The document outlines a detailed English lesson plan with the following key points: 1. The objectives are for students to learn the comparative and superlative forms of adjectives and understand teamwork. 2. The lesson plan involves a discussion of degrees of modification using examples from a dialogue comparing characters. 3. Students will practice comparing adjectives like ""older"", ""bigger"" by adding ""-er"" for two items and ""-est"" for three or more. They will work in groups on exercises applying these concepts. Students will practice comparing adjectives like ""older"", ""bigger"" by adding ""-er"" for"
700167496,9,62,Lesson Plan,"Lesson Plan  This document provides guidance on developing an effective lesson plan for staff at King's Family Academy in Makurdi, Nigeria. It outlines the learning outcomes, which are for staff to understand the meaning, components, and importance of an effective lesson plan, as well as how to prepare one. The document then defines a lesson plan, lists its key components including subject, class, time, objectives, materials, and assessment. It provides details on each component and emphasizes writing clear, measurable objectives aligned to curriculum standards. The lesson plan components are designed to guide teachers in effectively presenting lessons to facilitate student learning. The document"
421955386,3,352,Lesson Plan,"Lesson Plan  This lesson plan aims to teach Grade 9 students about punctuation marks. The objectives are for students to identify the importance of punctuation marks and use them appropriately in sentences. The lesson will introduce six key punctuation marks through an activity where students arrange scrambled letters into words related to punctuation clues. Students will then practice applying punctuation marks by completing sample sentences on the board. Finally, students will evaluate their understanding by answering activity questions and being assigned to write a feature article using correct punctuation. Students will then practice applying punctuation marks by completing sample sentences on the"
97787939,3,113,Lesson Plan,"Lesson Plan  The document outlines a 40-minute English lesson plan for beginner level students on ordering food at a restaurant. The goals are for students to learn how to politely order food and drinks using phrases like ""would like"" and to practice related vocabulary. The lesson includes warming students up with questions about food preferences, presenting a menu and sample dialogue, and having students do role-playing exercises and write their own dialogues to order from a menu. About Support"
336951203,41,95,English Language Example Lesson Plans India 2013.,"English Language Example Lesson Plans India 2013. The lesson teaches students to compare objects and living things using comparative adjectives and adverbs. Students recite a rhyme about farms and animals, describe differences between example farms and animals, compare classmates' attributes, work in pairs to compare each other, and compare pictures of objects."
429753763,5,430,I. Objectives:: Lesson Plan in English Grade III Prepared By: Rachel Ann M. Dosdos,"I. Objectives:: Lesson Plan in English Grade III Prepared By: Rachel Ann M. Dosdos  The lesson plan teaches students about adjectives and how to compare objects using adjectives with -er and -est endings. It includes objectives, materials, procedures and activities. Students will develop reading, writing, speaking and listening skills while learning about adjectives and how to make comparisons between two or more objects. Activities include filling in blanks with correct adjectives, writing their own sentences using adjectives, and cooperative group work comparing words. Activities include filling in blanks with"
853466467,56,65,8th Class Eng  Digital Lesson Plan,"8th Class Eng Digital Lesson Plan  The document outlines the integrated teaching plans for Class VIII English for the academic year 2023-24, including year, monthly, unit, and lesson plans. It details the syllabus to be covered each month, special activities, resources required, and learning outcomes for students. The plans emphasize various teaching methods, including group work, creative writing, and comprehension exercises, to enhance students' language skills."
234557293,3,108,Daily Lesson Plan (English Language),Daily Lesson Plan (English Language)  The daily lesson plan is for an English language class of 20 students in Form 2A. The lesson will last 50 minutes and focus on writing a simple email. Students will review top universities from the previous lesson and identify different content that can be included in an email. The teacher will introduce 8 possible content options for an email task where students write to a friend studying abroad. Students will then write down the different email contents in their notebooks. The teacher will conclude by reiterating the various ways to write a simple email. Students will review top universities from the previous lesson and identify different content that can be included in
